Feature name	Note	Merck Strain ID	GRACE Plate	GRACE Position	No_DOX_score	DOX_score	Essential_verdict
C3_03140C_A		970.0	Plate 18	F05	0.0	0.0	NE
C4_02310W_A		2527.0	Plate 18	F06	0.0	0.0	NE
C5_01670W_A		2928.0	Plate 18	F07	0.0	0.0	NE
C4_00880W_A		72.0	Plate 18	F08	0.0	4.0	E
C5_01100C_A		896.0	Plate 18	F09	0.0	3.0	E
C6_01300W_A		980.0	Plate 18	F10	0.0	0.0	NE
C6_00760W_A		997.0	Plate 18	F11	0.0	0.0	NE
CR_09320C_A		1000.0	Plate 18	F12	0.0	0.0	NE
C2_09870W_A		1013.0	Plate 18	G01	0.0	0.0	NE
CR_04620C_A		1025.0	Plate 18	G02	0.0	0.0	NE
C1_08370W_A		1032.0	Plate 18	G03	0.0	0.0	NE
C3_04260W_A		1061.0	Plate 18	G04	0.0	0.0	NE
C1_01770W_A		1087.0	Plate 18	G05	0.0	0.0	NE
C2_05290C_A		1125.0	Plate 18	G06	0.0	0.0	NE
C3_05870C_A		1155.0	Plate 18	G07	0.0	0.0	NE
C1_08570C_A		1159.0	Plate 18	G08	0.0	0.0	NE
C1_04980C_A		1587.0	Plate 18	G09	0.0	0.0	NE
C4_06710W_A		2033.0	Plate 18	G10	0.0	0.0	NE
C3_05780C_A		2239.0	Plate 18	G11	0.0	0.0	NE
CR_00180C_A		2272.0	Plate 18	G12	0.0	0.0	NE
C1_09120W_A		2321.0	Plate 18	H01	0.0	0.0	NE
C5_04430C_A		2745.0	Plate 18	H02	0.0	0.0	NE
C6_01710C_A		2823.0	Plate 18	H03	0.0	0.0	NE
C3_01500C_A		2839.0	Plate 18	H04	0.0	0.0	NE
C4_05550C_A		2986.0	Plate 18	H05	0.0	0.0	NE
C2_08940C_A		3425.0	Plate 18	H06	0.0	0.0	NE
C4_00600C_A		3435.0	Plate 18	H07	0.0	0.0	NE
C3_04490W_A		3483.0	Plate 18	H08	0.0	0.0	NE
C2_08730W_A		3488.0	Plate 18	H09	0.0	0.0	NE
C2_02350C_A		3123.0	Plate 18	H10	0.0	0.5	GD
C2_05660W_A		3507.0	Plate 18	H11	0.0	0.0	NE
C1_02510W_A		504.0	Plate 18	H12			
C2_08670C_A		240.0	Plate 19	A01	0.0	4.0	E
C5_00190C_A		167.0	Plate 19	A02	0.0	4.0	E
C5_04050W_A		2915.0	Plate 19	A03	0.0	0.0	NE
C2_02880C_A		2904.0	Plate 19	A04	0.0	0.0	NE
C5_02320C_A		1098.0	Plate 19	A05	0.0	0.0	NE
C3_02070C_A		2669.0	Plate 19	A06	0.0	0.0	NE
C3_07620C_A		2550.0	Plate 19	A07	0.0	0.0	NE
C3_03510C_A		2581.0	Plate 19	A08	0.0	0.0	NE
CR_10010C_A		2648.0	Plate 19	A09	0.0	0.0	NE
	orf19.1130	2675.0	Plate 19	A10			
C3_04650W_A		2657.0	Plate 19	A11	0.0	0.0	NE
CR_00190W_A		3336.0	Plate 19	A12	0.0	0.0	NE
C6_00480C_A		2978.0	Plate 19	B01	0.0	0.0	NE
C1_09040C_A		2942.0	Plate 19	B02	0.0	0.0	NE
C2_08910C_A		2993.0	Plate 19	B03	0.0	0.0	NE
CR_05530C_A		1930.0	Plate 19	B04	0.0	0.0	NE
CR_03050C_A		1952.0	Plate 19	B05	0.0	0.0	NE
C1_10480W_A		2023.0	Plate 19	B06	0.0	0.0	NE
C2_01840C_A		3382.0	Plate 19	B07	0.0	0.0	NE
C3_05080W_A		3360.0	Plate 19	B08	0.0	0.0	NE
C1_01780C_A		3160.0	Plate 19	B09	0.0	0.0	NE
C4_05430C_A		1231.0	Plate 19	B10	0.0	0.0	NE
C5_02690W_A		1367.0	Plate 19	B11	0.0	0.0	NE
C6_03090W_A		1369.0	Plate 19	B12	0.0	0.0	NE
C1_11490C_A		1403.0	Plate 19	C01	0.0	0.0	NE
CR_08720W_A		1469.0	Plate 19	C02	0.0	0.0	NE
C5_04420W_A		1641.0	Plate 19	C03	0.0	0.0	NE
C6_03750C_A		1659.0	Plate 19	C04	0.0	0.0	NE
CR_08310C_A		2153.0	Plate 19	C05	0.0	0.0	NE
C6_01180C_A		1700.0	Plate 19	C06	0.0	0.0	NE
C1_05110C_A		1738.0	Plate 19	C07	0.0	0.0	NE
C6_04570W_A		1978.0	Plate 19	C08	0.0	0.0	NE
C1_06270W_A		1784.0	Plate 19	C09	0.0	0.0	NE
C3_00890C_A		1966.0	Plate 19	C10	0.0	0.0	NE
C7_04160W_A		2180.0	Plate 19	C11	0.0	0.0	NE
C2_03610W_A		2699.0	Plate 19	C12	0.0	0.0	NE
C3_00170C_A		2263.0	Plate 19	D01	0.0	0.0	NE
C4_03100W_A		2960.0	Plate 19	D02	0.0	0.0	NE
C2_03150C_A		2963.0	Plate 19	D03	0.0	0.0	NE
C3_04160W_A		2982.0	Plate 19	D04	0.0	0.0	NE
C6_00490W_A		2979.0	Plate 19	D05	0.0	0.0	NE
C4_01010C_A		2736.0	Plate 19	D06	0.0	0.0	NE
C3_01830C_A		3042.0	Plate 19	D07	0.0	0.0	NE
C6_01030W_A		2799.0	Plate 19	D08	0.0	0.0	NE
C5_01720C_A		2929.0	Plate 19	D09	0.0	0.0	NE
C1_05020C_A		2940.0	Plate 19	D10	0.0	0.0	NE
C4_00710W_A		3058.0	Plate 19	D11	0.0	0.0	NE
C2_02570W_A		2457.0	Plate 19	D12	0.0	0.0	NE
C5_01470C_A		1959.0	Plate 19	E01	0.0	0.0	NE
C3_07910W_A		1981.0	Plate 19	E02	0.0	0.0	NE
CR_08040W_A		2011.0	Plate 19	E03	0.0	0.0	NE
C1_14340C_A		2200.0	Plate 19	E04	0.0	0.0	NE
C2_04810W_A		2323.0	Plate 19	E05	0.0	0.0	NE
C3_02480C_A		2325.0	Plate 19	E06	0.0	0.0	NE
C2_06710W_A		2342.0	Plate 19	E07	0.0	0.0	NE
C3_07260C_A		3341.0	Plate 19	E08	0.0	0.0	NE
C5_01230C_A		3389.0	Plate 19	E09	0.0	0.0	NE
C6_03270C_A		3376.0	Plate 19	E10	0.0	0.0	NE
CR_00590W_A		3333.0	Plate 19	E11	0.0	0.0	NE
C3_05020W_A		3361.0	Plate 19	E12	0.0	0.0	NE
C1_14400C_A		3295.0	Plate 19	F01	0.0	0.0	NE
CR_01700C_A		3404.0	Plate 19	F02	0.0	4.0	E
C3_04440C_A		3371.0	Plate 19	F03	0.0	0.0	NE
C1_08850C_A		3402.0	Plate 19	F04	0.0	0.0	NE
C3_02060W_A		3126.0	Plate 19	F05	0.0	0.0	NE
CR_03810W_A		2826.0	Plate 19	F06	0.0	0.0	NE
C1_09130W_A		3411.0	Plate 19	F07	0.0	0.0	NE
CR_10650W_A		3354.0	Plate 19	F08	0.0	0.6	GD
C1_14130W_A		3292.0	Plate 19	F09	0.0	0.0	NE
C1_07430W_A		3395.0	Plate 19	F10	0.0	0.0	NE
C2_03900C_A		3405.0	Plate 19	F11	0.0	0.0	NE
CR_07160C_A		1059.0	Plate 19	F12	0.0	0.0	NE
C7_03300C_A		1389.0	Plate 19	G01	0.0	0.0	NE
C1_11750W_A		1666.0	Plate 19	G02	0.0	0.0	NE
C6_00330C_A		1720.0	Plate 19	G03	0.0	0.0	NE
C1_07470C_A		1815.0	Plate 19	G04	0.0	0.0	NE
CR_00480W_A		2266.0	Plate 19	G05	0.0	2.0	GD
C3_07430W_A		3346.0	Plate 19	G06	0.0	2.0	GD
CR_03780C_A		3417.0	Plate 19	G07	0.0	0.0	NE
CR_10510W_A		3352.0	Plate 19	G08	0.0	0.0	NE
C1_00120C_A		3091.0	Plate 19	G09	1.5	1.0	GD
CR_03370C_A		3407.0	Plate 19	G10	0.0	0.0	NE
C2_03690C_A		3383.0	Plate 19	G11	0.0	0.0	NE
C3_00930W_A		3436.0	Plate 19	G12	0.0	0.0	NE
CR_03330W_A		3406.0	Plate 19	H01	0.0	0.0	NE
C7_00120W_A		3312.0	Plate 19	H02	0.0	0.0	NE
CR_05980W_A		3381.0	Plate 19	H03	0.0	0.0	NE
C1_03050W_A		3423.0	Plate 19	H04	0.0	0.0	NE
C1_00470C_A		3460.0	Plate 19	H05	0.0	0.0	NE
C1_04280C_A		958.0	Plate 19	H06	0.0	0.0	NE
C1_04780C_A		2881.0	Plate 19	H07	0.0	0.0	NE
C2_04250W_A		2834.0	Plate 19	H08	0.0	0.0	NE
C4_02270C_A		2844.0	Plate 19	H09	0.0	0.0	NE
C3_01510W_A		2838.0	Plate 19	H10	0.0	0.0	NE
CR_07770C_A		1111.0	Plate 19	H11	0.0	0.0	NE
C1_09210C_A		1515.0	Plate 19	H12	0.0	0.0	NE
C1_07540C_A		2887.0	Plate 20	A01	0.0	0.0	NE
C1_02570C_A		3155.0	Plate 20	A02	0.0	0.0	NE
C1_08240C_A		2903.0	Plate 20	A03	0.0	0.0	NE
C5_03010W_A		2851.0	Plate 20	A04	0.0	4.0	E
C3_03640W_A		3227.0	Plate 20	A05	0.0	0.0	NE
C4_04030W_A		3302.0	Plate 20	A06	0.0	0.0	NE
C6_02180W_A		2739.0	Plate 20	A07	0.0	0.0	NE
C1_02880C_A		3038.0	Plate 20	A08	0.0	3.0	E
C5_04260W_A		2992.0	Plate 20	A09	0.0	0.0	NE
CR_06860C_A		3031.0	Plate 20	A10	0.0	0.0	NE
C1_11070W_A		3025.0	Plate 20	A11	0.0	0.0	NE
C1_08000W_A		3104.0	Plate 20	A12	0.0	0.0	NE
C1_09240C_A		2711.0	Plate 20	B01	0.0	0.0	NE
C2_06460W_A		3053.0	Plate 20	B02	0.0	0.0	NE
C5_01570C_A		3000.0	Plate 20	B03	0.0	0.0	NE
C5_01460W_A		3002.0	Plate 20	B04	0.0	1.0	GD
C6_01690W_A		1713.0	Plate 20	B05	0.0	0.0	NE
C1_11500C_A		1785.0	Plate 20	B06	0.0	4.0	E
C4_00560C_A		1803.0	Plate 20	B07	0.0	3.0	E
C1_11600W_A		1751.0	Plate 20	B08	0.0	0.0	NE
C4_00350W_A		3443.0	Plate 20	B09	0.0	0.0	NE
C1_02530C_A		1834.0	Plate 20	B10	0.0	0.0	NE
C1_00860W_A		1830.0	Plate 20	B11	0.0	0.0	NE
C5_04800W_A		1791.0	Plate 20	B12	0.0	0.0	NE
C1_02320C_A		1827.0	Plate 20	C01	0.0	0.0	NE
C1_11440C_A		3440.0	Plate 20	C02	0.0	0.75	GD
C5_02900W_A		1756.0	Plate 20	C03	0.5	0.75	GD
C2_04560W_A		1731.0	Plate 20	C04	0.0	0.0	NE
C5_04340W_A		1840.0	Plate 20	C05	0.0	0.0	NE
C1_12360C_A		1689.0	Plate 20	C06	0.0	0.0	NE
C1_11610C_A		1750.0	Plate 20	C07	0.0	0.0	NE
C2_06330C_A		2429.0	Plate 20	C08	0.0	0.0	NE
C2_07830W_A		2415.0	Plate 20	C09	0.0	0.0	NE
CR_03140C_A		2450.0	Plate 20	C10	0.0	0.0	NE
C2_01450C_A		2068.0	Plate 20	C11	0.0	0.0	NE
C3_02460C_A		1955.0	Plate 20	C12	0.0	0.0	NE
C1_10420C_A		2021.0	Plate 20	D01	0.0	0.0	NE
C3_00900C_A		1967.0	Plate 20	D02	0.0	0.0	NE
C1_07030C_A		1976.0	Plate 20	D03	0.0	0.0	NE
C1_10720C_A		1862.0	Plate 20	D04	0.0	0.0	NE
C2_09880C_A		1963.0	Plate 20	D05	0.0	0.0	NE
C2_07840W_A		2416.0	Plate 20	D06	0.0	0.0	NE
C2_09710C_A		2405.0	Plate 20	D07	0.0	0.0	NE
C5_01610W_A		2459.0	Plate 20	D08	0.0	0.0	NE
C1_10610W_A		2408.0	Plate 20	D09	0.0	0.0	NE
C7_01230C_A		2077.0	Plate 20	D10	0.0	0.0	NE
CR_01830C_A		1903.0	Plate 20	D11	0.0	0.0	NE
C2_03090C_A		1923.0	Plate 20	D12	0.0	0.0	NE
C1_07910C_A		1904.0	Plate 20	E01	0.0	3.5	E
C3_03070W_A		1882.0	Plate 20	E02	0.0	0.0	NE
C3_00320W_A		2261.0	Plate 20	E03	0.0	0.0	NE
C3_04520C_A		2315.0	Plate 20	E04	0.0	4.0	E
CR_06030C_A		1382.0	Plate 20	E05	0.0	0.0	NE
C7_02450W_A		1377.0	Plate 20	E06	0.0	0.0	NE
C4_06530C_A		1392.0	Plate 20	E07	0.0	0.0	NE
C2_09860C_A		1357.0	Plate 20	E08	1.5	0.0	NE
C5_02220C_A		1321.0	Plate 20	E09	0.0	0.0	NE
C1_09600C_A		1457.0	Plate 20	E10	0.0	0.0	NE
C3_01420C_A		1395.0	Plate 20	E11	0.0	0.0	NE
C5_01180W_A		2318.0	Plate 20	E12	0.0	0.0	NE
C4_05840W_A		2767.0	Plate 20	F01	0.0	0.0	NE
CR_05020W_A		2868.0	Plate 20	F02	0.0	0.0	NE
C6_04610C_A		2791.0	Plate 20	F03	0.0	0.0	NE
C2_01920C_A		2869.0	Plate 20	F04	0.0	0.0	NE
C6_01650C_A		3064.0	Plate 20	F05	0.0	0.0	NE
C2_09700W_A		2913.0	Plate 20	F06	0.0	0.0	NE
C2_01970C_A		2897.0	Plate 20	F07	0.0	0.0	NE
CR_09700W_A		2497.0	Plate 20	F08	0.0	0.0	NE
C4_02520C_A		2803.0	Plate 20	F09	0.0	0.0	NE
CR_07700W_A		2742.0	Plate 20	F10			
C2_09170W_A		3744.0	Plate 20	F11	0.0	0.0	NE
C2_03800C_A		3777.0	Plate 20	F12	0.0	0.0	NE
C5_02700W_A		5021.0	Plate 20	G01	0.0	0.0	NE
C5_02300C_A		399.0	Plate 20	G02	0.0	4.0	E
C2_08830W_A		959.0	Plate 20	G03	0.0	0.0	NE
C6_03170C_A		962.0	Plate 20	G04	0.0	0.0	NE
CR_06810W_A		964.0	Plate 20	G05	0.0	0.0	NE
C1_04890W_A		972.0	Plate 20	G06	0.25	0.75	GD
C6_04550C_A		1977.0	Plate 20	G07	0.0	0.0	NE
C2_04350C_A		2975.0	Plate 20	G08	1.0	1.0	GD
C1_12650C_A		2022.0	Plate 20	G09	0.0	0.0	NE
CR_03960C_A		3211.0	Plate 20	G10	0.0	0.0	NE
C1_09880C_A		1105.0	Plate 20	G11	0.0	0.0	NE
C2_09600C_A		1113.0	Plate 20	G12	0.0	0.0	NE
C5_04300C_A		1948.0	Plate 20	H01	0.0	0.0	NE
C5_01290C_A		1997.0	Plate 20	H02	0.0	0.0	NE
CR_06840W_A		2000.0	Plate 20	H03	0.0	3.5	E
C5_04920C_A		2008.0	Plate 20	H04	0.0	0.0	NE
C1_02930C_A		2015.0	Plate 20	H05	0.0	0.0	NE
C3_01880W_A		2016.0	Plate 20	H06	0.0	0.0	NE
CR_09290W_A		2229.0	Plate 20	H07	0.0	0.0	NE
C3_06090C_A		2246.0	Plate 20	H08	0.0	0.0	NE
C6_04220C_A		2347.0	Plate 20	H09	0.0	0.0	NE
C1_11470C_A		2350.0	Plate 20	H10	0.0	0.0	NE
C5_03090W_A		3742.0	Plate 20	H11	0.0	0.0	NE
C2_02510W_A		1970.0	Plate 20	H12	0.0	3.5	E
C5_03050C_A		2730.0	Plate 21	A01	0.0	0.0	NE
CR_03660C_A		2789.0	Plate 21	A02	0.0	0.0	NE
C6_04620C_A		2792.0	Plate 21	A03	0.0	1.0	GD
C5_01410C_A		2811.0	Plate 21	A04	0.0	0.0	NE
CR_09680C_A		3088.0	Plate 21	A05	1.25	1.5	GD
C2_02370C_A		3124.0	Plate 21	A06	0.0	4.0	E
C4_00400W_A		3189.0	Plate 21	A07	0.0	0.0	NE
C1_04750W_A		905.0	Plate 21	A08	0.0	0.0	NE
C2_05260W_A		909.0	Plate 21	A09	0.0	0.0	NE
C4_06480C_A		919.0	Plate 21	A10	0.0	0.0	NE
C1_10650W_A		920.0	Plate 21	A11	0.0	0.0	NE
CR_04290W_A		921.0	Plate 21	A12	0.0	0.0	NE
C3_03310C_A		2002.0	Plate 21	B01	0.0	1.0	GD
CR_01990C_A		210.0	Plate 21	B02	0.0	3.75	E
C1_01740W_A		912.0	Plate 21	B03	0.0	0.0	NE
C5_04570C_A		929.0	Plate 21	B04	0.0	4.0	E
C5_05230C_A		930.0	Plate 21	B05	0.0	0.0	NE
C4_03430W_A		931.0	Plate 21	B06	0.0	0.0	NE
C4_06000W_A		49.0	Plate 21	B07	0.0	0.0	NE
C1_03980W_A		61.0	Plate 21	B08	0.0	4.0	E
C1_11170W_A		376.0	Plate 21	B09	0.0	4.0	E
C1_03370W_A		388.0	Plate 21	B10	0.0	4.0	E
CR_02970C_A		459.0	Plate 21	B11	0.0	4.0	E
C2_00410C_A		535.0	Plate 21	B12	0.0	4.0	E
C4_07190W_A		684.0	Plate 21	C01	0.0	4.0	E
C2_02150C_A		693.0	Plate 21	C02	1.0	4.0	E
C4_05240C_A		2057.0	Plate 21	C03	0.0	0.0	NE
C2_05780C_A		2074.0	Plate 21	C04	0.0	0.0	NE
C6_00830C_A		2757.0	Plate 21	C05	0.0	0.0	NE
C1_03760C_A		1585.0	Plate 21	C06	0.0	0.0	NE
C6_02600W_A		1552.0	Plate 21	C07	0.0	0.0	NE
CR_10350C_A		1580.0	Plate 21	C08	0.0	0.0	NE
C2_00180C_A		1419.0	Plate 21	C09	0.0	0.0	NE
C1_13690C_A		1563.0	Plate 21	C10	0.0	0.0	NE
C7_02640W_A		1582.0	Plate 21	C11	0.0	0.0	NE
C1_01010W_A		1371.0	Plate 21	C12	0.0	0.0	NE
C3_05530W_A		1543.0	Plate 21	D01	0.0	4.0	E
C2_02600C_A		1437.0	Plate 21	D02	0.0	0.0	NE
C4_02470C_A		1530.0	Plate 21	D03	0.0	4.0	E
C3_01820W_A		1446.0	Plate 21	D04	0.0	0.0	NE
CR_10180W_A		1289.0	Plate 21	D05	0.0	0.0	NE
C2_03120W_A		1423.0	Plate 21	D06	0.0	0.0	NE
C1_05880W_A		1430.0	Plate 21	D07	0.0	0.0	NE
C1_12510W_A		1217.0	Plate 21	D08	0.0	0.0	NE
C2_01690W_A		1555.0	Plate 21	D09	0.0	0.0	NE
C4_00300C_A		1551.0	Plate 21	D10	0.0	0.5	GD
C1_08500C_A		1558.0	Plate 21	D11	0.0	4.0	E
CR_04110W_A		1560.0	Plate 21	D12	0.0	3.0	E
C1_09590C_A		1458.0	Plate 21	E01	0.0	0.0	NE
C3_05390C_A		1172.0	Plate 21	E02	0.0	0.0	NE
CR_07130C_A		1365.0	Plate 21	E03	0.0	0.0	NE
C2_08950W_A		1432.0	Plate 21	E04	0.0	0.0	NE
C3_04630W_A		1497.0	Plate 21	E05	0.0	0.0	NE
C1_04650W_A		2402.0	Plate 21	E06	0.0	0.0	NE
C3_05660C_A		2595.0	Plate 21	E07	0.0	0.0	NE
C5_03350W_A		2389.0	Plate 21	E08	0.0	0.0	NE
C5_03000C_A		2372.0	Plate 21	E09	0.0	0.0	NE
C1_10340W_A		2340.0	Plate 21	E10	0.0	0.0	NE
C1_05370C_A		2520.0	Plate 21	E11	0.0	0.0	NE
C2_05130W_A		2411.0	Plate 21	E12	0.0	0.0	NE
C4_02300W_A		2526.0	Plate 21	F01	0.0	0.0	NE
C1_05220C_A		2521.0	Plate 21	F02	0.0	0.0	NE
C5_05140W_A		2588.0	Plate 21	F03	0.0	0.0	NE
C6_02800W_A		2403.0	Plate 21	F04	0.0	0.0	NE
C4_02410C_A		2528.0	Plate 21	F05	0.0	0.0	NE
C4_05400C_A		2418.0	Plate 21	F06	0.0	0.0	NE
C2_03540W_A		1190.0	Plate 21	F07	0.0	0.0	NE
C4_06110C_A		1499.0	Plate 21	F08	0.0	3.0	E
C3_04640W_A		1496.0	Plate 21	F09	0.0	0.0	NE
C2_00100C_A		1220.0	Plate 21	F10	0.0	0.0	NE
CR_01240C_A		1175.0	Plate 21	F11	0.0	0.0	NE
C1_07520C_A		1531.0	Plate 21	F12	0.0	0.0	NE
C6_01910W_A		1178.0	Plate 21	G01	0.0	0.25	GD
C4_04140W_A		1406.0	Plate 21	G02	0.0	0.0	NE
CR_00560W_A		1564.0	Plate 21	G03	0.0	0.0	NE
C3_02360C_A		1374.0	Plate 21	G04	0.0	0.0	NE
C1_05840W_A		1427.0	Plate 21	G05	0.0	0.0	NE
C7_04280C_A		1472.0	Plate 21	G06	0.0	0.0	NE
C1_09420W_A		1434.0	Plate 21	G07	0.0	0.0	NE
C5_04180W_A		1431.0	Plate 21	G08	0.0	0.0	NE
C1_04340C_A		1254.0	Plate 21	G09	0.0	0.0	NE
C4_04120C_A		1223.0	Plate 21	G10	0.0	4.0	E
CR_07940W_A		1422.0	Plate 21	G11	0.0	0.0	NE
CR_01640C_A		1366.0	Plate 21	G12	0.0	0.0	NE
C2_06940C_A		1568.0	Plate 21	H01	0.0	0.0	NE
C1_00490C_A		1566.0	Plate 21	H02	0.0	0.0	NE
C2_00200W_A		1264.0	Plate 21	H03	0.0	4.0	E
C1_06110C_A		1532.0	Plate 21	H04	0.0	0.0	NE
C1_13220C_A		1574.0	Plate 21	H05	0.0	0.0	NE
C4_02000C_A		1576.0	Plate 21	H06	0.0	0.0	NE
C1_08990C_A		1192.0	Plate 21	H07	0.0	0.0	NE
C1_09580C_A		1383.0	Plate 21	H08	0.0	0.0	NE
C4_02190C_A		1384.0	Plate 21	H09	0.0	0.0	NE
C3_06070C_A		1504.0	Plate 21	H10	0.0	0.0	NE
C4_03540C_A		1424.0	Plate 21	H11	0.0	0.0	NE
C1_12860C_A		1398.0	Plate 21	H12	0.0	0.0	NE
CR_07170W_A		1450.0	Plate 22	A01	0.0	1.0	GD
C7_00310C_A		1481.0	Plate 22	A02	0.0	0.0	NE
CR_10140W_A		1494.0	Plate 22	A03	2.0	2.0	GD
C2_10720C_A		1475.0	Plate 22	A04	0.0	0.0	NE
C3_07060W_A		1491.0	Plate 22	A05	0.0	1.0	GD
C2_03330C_A		1505.0	Plate 22	A06	0.0	0.0	NE
CR_09420C_A		1480.0	Plate 22	A07	0.0	1.0	GD
CR_08860W_A		1476.0	Plate 22	A08	0.0	0.0	NE
CR_00210W_A		1487.0	Plate 22	A09	0.0	0.0	NE
C4_07080C_A		1559.0	Plate 22	A10	0.0	0.0	NE
C6_00100C_A		1441.0	Plate 22	A11	0.0	0.0	NE
CR_00220W_A		1486.0	Plate 22	A12	0.0	0.0	NE
C1_04100C_A		1583.0	Plate 22	B01	0.0	0.0	NE
C2_03240C_A		1579.0	Plate 22	B02	0.0	1.75	GD
C1_06850W_A		1577.0	Plate 22	B03	0.0	0.0	NE
C2_09260C_A		1575.0	Plate 22	B04	0.0	0.0	NE
C1_10830W_A		56.0	Plate 22	B05	0.0	0.0	NE
C1_10970W_A		89.0	Plate 22	B06	0.0	4.0	E
C6_02120W_A		764.0	Plate 22	B07	0.0	3.0	E
C4_02540W_A		1268.0	Plate 22	B08	0.0	0.0	NE
C5_04350C_A		1259.0	Plate 22	B09	0.0	0.0	NE
C1_11650W_A		1262.0	Plate 22	B10	0.0	0.0	NE
C5_02120C_A		794.0	Plate 22	B11	0.0	4.0	E
CR_09520C_A		796.0	Plate 22	B12	0.0	1.25	GD
C1_05690C_A		1276.0	Plate 22	C01	0.0	0.0	NE
C5_01190W_A		1287.0	Plate 22	C02	0.0	0.0	NE
C4_03420C_A		1280.0	Plate 22	C03	0.0	0.0	NE
C3_06590W_A		1242.0	Plate 22	C04	0.0	1.5	GD
C2_03300W_A		1227.0	Plate 22	C05	0.0	3.0	E
C6_04600W_A		1387.0	Plate 22	C06	0.0	0.0	NE
C6_01100W_A		1229.0	Plate 22	C07	0.0	4.0	E
C4_04160W_A		1407.0	Plate 22	C08	0.0	0.0	NE
C1_10220C_A		1243.0	Plate 22	C09	0.0	0.0	NE
C3_02000W_A		1239.0	Plate 22	C10	0.0	0.0	NE
C4_03880W_A		1272.0	Plate 22	C11	0.0	0.0	NE
CR_01260W_A		1253.0	Plate 22	C12	0.0	0.0	NE
C6_03600C_A		1426.0	Plate 22	D01	0.0	0.0	NE
CR_06230W_A		1447.0	Plate 22	D02	0.0	0.0	NE
C7_00160C_A		1267.0	Plate 22	D03	0.0	0.0	NE
C4_01290W_A		1418.0	Plate 22	D04	0.0	0.0	NE
C2_02550C_A		1438.0	Plate 22	D05	0.0	0.0	NE
C1_13070C_A		1448.0	Plate 22	D06	1.0	1.0	GD
C1_09680W_A		1456.0	Plate 22	D07	0.0	0.0	NE
C1_08090C_A		752.0	Plate 22	D08	0.0	4.0	E
C4_02100C_A		475.0	Plate 22	D09	0.0	0.0	NE
C2_08840W_A		158.0	Plate 22	D10	0.0	3.5	E
C7_01840W_A		721.0	Plate 22	D11	0.0	0.0	NE
C4_05330C_A		219.0	Plate 22	D12	0.0	4.0	E
C1_01050C_A		156.0	Plate 22	E01	0.0	0.0	NE
C4_05660C_A		766.0	Plate 22	E02	0.0	4.0	E
C1_08140W_A		734.0	Plate 22	E03	0.0	0.0	NE
C2_01360C_A		1221.0	Plate 22	E04	0.0	0.0	NE
C1_09070W_A		1244.0	Plate 22	E05	0.0	0.0	NE
C3_02940C_A		1421.0	Plate 22	E06	0.0	0.0	NE
C2_06700W_A		1368.0	Plate 22	E07	0.0	0.5	GD
C2_07280W_A		1381.0	Plate 22	E08	0.0	0.0	NE
C5_04470C_A		1372.0	Plate 22	E09	0.0	0.0	NE
C1_09720W_A		1455.0	Plate 22	E10	0.0	1.5	GD
CR_10580W_A		1500.0	Plate 22	E11	0.0	3.0	E
C3_06730W_A		1489.0	Plate 22	E12	0.0	0.0	NE
	orf6.2938	1349.0	Plate 22	F01			
CR_06770C_A		1442.0	Plate 22	F02	0.0	0.0	NE
C7_01430C_A		1273.0	Plate 22	F03	0.0	0.0	NE
C1_13530W_A		1470.0	Plate 22	F04	0.0	0.0	NE
C1_01400C_A		1309.0	Plate 22	F05	0.0	0.0	NE
C2_04660C_A		1198.0	Plate 22	F06	0.0	0.0	NE
C3_05740C_A		1195.0	Plate 22	F07	0.0	0.0	NE
C2_06080C_A		1204.0	Plate 22	F08	0.0	0.0	NE
C7_02650W_A		1391.0	Plate 22	F09	0.0	0.0	NE
C1_13490C_A		1388.0	Plate 22	F10	0.0	0.0	NE
C1_10350C_A		1213.0	Plate 22	F11	0.0	0.0	NE
C1_02990C_A		1215.0	Plate 22	F12	0.0	0.0	NE
C5_02920W_A		1396.0	Plate 22	G01	0.0	0.0	NE
C1_02520W_A		1218.0	Plate 22	G02	0.0	0.0	NE
C2_07250C_A		1379.0	Plate 22	G03	0.0	0.0	NE
C5_01520C_A		1197.0	Plate 22	G04	0.0	0.0	NE
CR_07400C_A		1189.0	Plate 22	G05	0.0	3.0	E
C3_00520W_A		1207.0	Plate 22	G06	0.0	0.0	NE
C1_14280C_A		1202.0	Plate 22	G07	0.0	0.0	NE
C3_01120W_A		1405.0	Plate 22	G08	0.0	0.0	NE
CR_03730C_A		1415.0	Plate 22	G09	0.0	0.0	NE
CR_02800C_A		1414.0	Plate 22	G10	0.0	0.0	NE
C1_09150W_A		1408.0	Plate 22	G11	0.0	0.0	NE
CR_02780W_A		1413.0	Plate 22	G12	0.0	0.0	NE
C1_05860W_A		1428.0	Plate 22	H01	0.0	0.0	NE
C5_04720C_A		1539.0	Plate 22	H02	0.0	3.0	E
CR_07580C_A		1536.0	Plate 22	H03	0.0	0.0	NE
C4_06830C_A		1535.0	Plate 22	H04	0.0	4.0	E
CR_06450W_A		1546.0	Plate 22	H05	0.0	4.0	E
C1_12900W_A		1399.0	Plate 22	H06	0.0	0.0	NE
CR_02460W_A		1375.0	Plate 22	H07	0.0	0.0	NE
CR_09180W_A		1478.0	Plate 22	H08	0.0	0.0	NE
C7_00580C_A		1483.0	Plate 22	H09	0.0	0.0	NE
C1_01670C_A		1538.0	Plate 22	H10	0.0	4.0	E
