Feature name	Note	Merck Strain ID	GRACE Plate	GRACE Position	No_DOX_score	DOX_score	Essential_verdict
CR_00520C_A		432.0	Plate 14	C08	0.0	4.0	E
C3_06650C_A		422.0	Plate 14	C09	0.0	4.0	E
C1_01850C_A		418.0	Plate 14	C10	0.0	4.0	E
C4_01530C_A		426.0	Plate 14	C11	0.0	0.0	NE
C4_06210C_A		380.0	Plate 14	C12	0.0	4.0	E
C2_03870W_A		391.0	Plate 14	D01	0.0	4.0	E
C2_09640W_A		379.0	Plate 14	D02	0.0	0.0	NE
C2_08000C_A		383.0	Plate 14	D03	0.0	2.75	GD
CR_08150W_A		435.0	Plate 14	D04	0.0	4.0	E
C2_01670C_A		417.0	Plate 14	D05	0.0	4.0	E
C5_02500C_A		1592.0	Plate 14	D06	0.0	0.0	NE
C7_02500C_A		2479.0	Plate 14	D07	0.0	0.0	NE
C2_08010W_A		2487.0	Plate 14	D08	0.0	0.0	NE
C1_11140W_A		2464.0	Plate 14	D09	0.0	0.0	NE
C4_02970C_A		2462.0	Plate 14	D10	0.0	0.0	NE
C1_03000W_A		2440.0	Plate 14	D11	0.0	0.0	NE
C2_05150W_A		2428.0	Plate 14	D12	0.0	0.0	NE
C4_01320C_A		2430.0	Plate 14	E01	0.0	0.0	NE
C7_01740C_A		2453.0	Plate 14	E02	0.0	0.0	NE
C2_06880C_A		1593.0	Plate 14	E03	0.0	0.0	NE
C4_01850C_A		2160.0	Plate 14	E04	0.0	0.0	NE
C4_06850C_A		2559.0	Plate 14	E05	0.0	0.5	GD
C4_05290W_A		2683.0	Plate 14	E06	0.0	0.0	NE
CR_02490W_A		2706.0	Plate 14	E07	0.0	0.0	NE
C3_03360W_A		2697.0	Plate 14	E08	0.0	0.0	NE
C3_04720C_A		2312.0	Plate 14	E09	0.0	0.0	NE
C1_13850C_A		2170.0	Plate 14	E10	0.0	0.0	NE
C1_13540W_A		2176.0	Plate 14	E11	0.0	0.0	NE
C5_00460C_A		2206.0	Plate 14	E12	0.0	0.0	NE
CR_09790W_A		2287.0	Plate 14	F01	0.0	0.0	NE
C2_09950W_A		2685.0	Plate 14	F02	0.0	0.0	NE
C6_00590W_A		1714.0	Plate 14	F03	0.0	0.0	NE
C2_09150W_A		1761.0	Plate 14	F04	0.0	0.0	NE
C5_00650C_A		1725.0	Plate 14	F05	0.0	4.0	E
C5_02940C_A		1758.0	Plate 14	F06	0.0	0.0	NE
C6_00710W_A		1771.0	Plate 14	F07	0.0	0.0	NE
C1_11530C_A		1786.0	Plate 14	F08	0.0	0.0	NE
C1_02500W_A		1833.0	Plate 14	F09	0.0	0.0	NE
C1_02530C_A		1835.0	Plate 14	F10	0.0	0.0	NE
CR_01650W_A		1822.0	Plate 14	F11	0.0	3.5	E
C1_06010W_A		1800.0	Plate 14	F12	0.0	0.0	NE
C2_02860W_A		1838.0	Plate 14	G01	0.0	0.0	NE
C5_00890C_A		2795.0	Plate 14	G02	0.0	0.0	NE
C6_00960W_A		2797.0	Plate 14	G03	0.0	0.0	NE
C6_01060C_A		2805.0	Plate 14	G04	0.0	0.0	NE
C1_11660W_A		2846.0	Plate 14	G05	0.0	0.0	NE
CR_02020C_A		2875.0	Plate 14	G06	0.0	0.0	NE
C3_03120C_A		2934.0	Plate 14	G07	0.0	0.0	NE
C6_03480W_A		2947.0	Plate 14	G08	0.0	0.0	NE
C1_05080W_A		2837.0	Plate 14	G09	0.0	0.75	GD
C2_08140C_A		3063.0	Plate 14	G10	0.0	0.0	NE
C4_03670W_A		2368.0	Plate 14	G11	0.0	0.0	NE
C4_03820C_A		2373.0	Plate 14	G12	0.0	0.0	NE
CR_04880W_A		1987.0	Plate 14	H01	0.0	0.0	NE
C2_05470W_A		2018.0	Plate 14	H02	0.0	0.0	NE
C3_00710W_A		2257.0	Plate 14	H03	0.0	0.0	NE
CR_09920W_A		2289.0	Plate 14	H04	0.0	0.0	NE
C1_10660W_A		386.0	Plate 14	H05	0.0	4.0	E
C1_12310C_A		323.0	Plate 14	H06	0.0	4.0	E
C1_05640C_A		349.0	Plate 14	H07	0.0	0.0	NE
C1_11300C_A		365.0	Plate 14	H08	0.0	0.0	NE
C4_00510C_A		498.0	Plate 14	H09	0.0	0.0	NE
C4_02880C_A		499.0	Plate 14	H10	0.0	0.0	NE
C1_00660C_A		500.0	Plate 14	H11	0.0	4.0	E
C3_07800C_A		501.0	Plate 14	H12	0.0	4.0	E
CR_03210C_A		314.0	Plate 15	A01	0.0	4.0	E
CR_10410C_A		322.0	Plate 15	A02	0.0	4.0	E
CR_01350C_A		264.0	Plate 15	A03	0.0	4.0	E
C6_02910W_A		324.0	Plate 15	A04	0.0	3.0	E
CR_06720W_A		325.0	Plate 15	A05	0.0	4.0	E
CR_04280C_A		317.0	Plate 15	A06	0.0	0.0	NE
C4_02090C_A		307.0	Plate 15	A07	0.0	4.0	E
C6_01920C_A		205.0	Plate 15	A08	0.0	4.0	E
C2_00290W_A		213.0	Plate 15	A09	0.0	0.0	NE
CR_10690W_A		106.0	Plate 15	A10	0.0	0.0	NE
C5_02150C_A		147.0	Plate 15	A11	0.0	4.0	E
C6_04160C_A		286.0	Plate 15	A12	0.0	4.0	E
CR_00800C_A		288.0	Plate 15	B01	0.0	4.0	E
CR_08490W_A		295.0	Plate 15	B02	0.0	3.0	E
C4_01650C_A		302.0	Plate 15	B03	0.0	4.0	E
C1_06710W_A		304.0	Plate 15	B04	0.0	1.0	GD
C4_01750C_A		305.0	Plate 15	B05	0.0	4.0	E
C4_03730C_A		306.0	Plate 15	B06	0.0	0.75	GD
C3_00350W_A		310.0	Plate 15	B07	0.0	0.0	NE
C2_05670C_A		338.0	Plate 15	B08	0.0	0.0	NE
C2_08810C_A		339.0	Plate 15	B09	0.0	4.0	E
C1_11420W_A		340.0	Plate 15	B10	0.0	4.0	E
CR_10610C_A		341.0	Plate 15	B11	0.0	4.0	E
CR_08560C_A		342.0	Plate 15	B12	0.0	0.0	NE
C4_03790W_A		343.0	Plate 15	C01	0.0	4.0	E
C4_02780W_A		344.0	Plate 15	C02	0.0	4.0	E
C2_10360C_A		345.0	Plate 15	C03	0.0	4.0	E
CR_04360C_A		346.0	Plate 15	C04	0.0	0.0	NE
CR_00580W_A		347.0	Plate 15	C05	0.0	4.0	E
C7_01300C_A		348.0	Plate 15	C06	0.0	1.0	GD
C3_02780W_A		350.0	Plate 15	C07	0.0	4.0	E
C3_07410C_A		351.0	Plate 15	C08	0.0	4.0	E
C1_08560W_A		363.0	Plate 15	C09	0.0	4.0	E
CR_04380C_A		364.0	Plate 15	C10	0.0	4.0	E
C2_09160W_A		366.0	Plate 15	C11	0.0	4.0	E
C1_07460C_A		367.0	Plate 15	C12	0.0	1.0	GD
C1_08680C_A		368.0	Plate 15	D01	0.0	0.0	NE
C1_08020W_A		370.0	Plate 15	D02	0.0	0.0	NE
C2_03060W_A		371.0	Plate 15	D03	0.0	4.0	E
C1_01570C_A		372.0	Plate 15	D04	0.0	4.0	E
C4_06410W_A		373.0	Plate 15	D05	0.0	0.0	NE
C1_14260C_A		374.0	Plate 15	D06	0.0	4.0	E
	orf19.410	369.0	Plate 15	D07			
C5_03790W_A		375.0	Plate 15	D08	0.0	4.0	E
C7_03630C_A		377.0	Plate 15	D09	0.0	4.0	E
C1_02710W_A		392.0	Plate 15	D10	0.0	4.0	E
C2_08500W_A		385.0	Plate 15	D11	0.0	0.0	NE
C5_05310W_A		381.0	Plate 15	D12	0.0	4.0	E
C1_03520W_A		382.0	Plate 15	E01	0.0	4.0	E
C5_01600C_A		389.0	Plate 15	E02	0.0	3.5	E
CR_03100W_A		215.0	Plate 15	E03	0.0	2.75	GD
C5_05330C_A		266.0	Plate 15	E04	0.0	1.0	GD
C5_04100W_A		267.0	Plate 15	E05	0.0	3.5	E
C4_02460W_A		263.0	Plate 15	E06	0.0	4.0	E
C1_07490C_A		262.0	Plate 15	E07	0.0	2.5	GD
C6_02590C_A		318.0	Plate 15	E08	0.0	0.0	NE
C2_00380C_A		258.0	Plate 15	E09	0.0	4.0	E
CR_04260W_A		260.0	Plate 15	E10	0.0	1.25	GD
C5_00590W_A		261.0	Plate 15	E11	0.0	0.0	NE
C6_04520W_A		265.0	Plate 15	E12	0.0	4.0	E
C1_02160W_A		320.0	Plate 15	F01	0.0	4.0	E
C4_03030C_A		173.0	Plate 15	F02	0.0	4.0	E
C1_06590C_A		226.0	Plate 15	F03	0.0	0.0	NE
C1_08030W_A		327.0	Plate 15	F04	0.0	0.0	NE
CR_05700C_A		328.0	Plate 15	F05	0.0	4.0	E
C2_02870W_A		329.0	Plate 15	F06	0.0	0.0	NE
C5_04660C_A		332.0	Plate 15	F07	0.0	4.0	E
C1_13730C_A		336.0	Plate 15	F08	0.0	3.5	E
CR_07090W_A		313.0	Plate 15	F09	0.0	0.0	NE
CR_07380C_A		233.0	Plate 15	F10	0.0	0.0	NE
C4_01870C_A		31.0	Plate 15	F11	0.0	4.0	E
C1_09970C_A		181.0	Plate 15	F12	0.0	0.0	NE
CR_01000C_A		182.0	Plate 15	G01	0.0	0.0	NE
C2_02630W_A		183.0	Plate 15	G02	0.0	1.25	GD
C1_07190W_A		184.0	Plate 15	G03	0.0	0.0	NE
C2_00830C_A		185.0	Plate 15	G04	0.0	0.0	NE
C3_01030W_A		186.0	Plate 15	G05	0.0	1.0	GD
C2_10740C_A		188.0	Plate 15	G06	0.0	4.0	E
C3_02350W_A		190.0	Plate 15	G07	0.0	1.25	GD
C4_06930C_A		297.0	Plate 15	G08	0.0	4.0	E
C2_07460W_A		69.0	Plate 15	G09	0.0	4.0	E
C4_06150C_A		225.0	Plate 15	G10	0.0	0.0	NE
C1_11220C_A		141.0	Plate 15	G11	0.0	3.5	E
CR_02610C_A		216.0	Plate 15	G12	0.0	0.5	GD
C1_10040W_A		132.0	Plate 15	H01	0.0	0.0	NE
C7_00800C_A		105.0	Plate 15	H02	0.0	0.0	NE
C6_01280W_A		107.0	Plate 15	H03	0.0	0.0	NE
C1_01330C_A		280.0	Plate 15	H04	0.0	0.0	NE
C1_01280C_A		281.0	Plate 15	H05	0.0	1.75	GD
C1_01260C_A		282.0	Plate 15	H06	0.0	0.0	NE
C7_03250C_A		285.0	Plate 15	H07	0.0	0.0	NE
C4_05010W_A		289.0	Plate 15	H08	0.0	4.0	E
C1_08660C_A		292.0	Plate 15	H09	0.0	4.0	E
C1_04380W_A		293.0	Plate 15	H10	0.0	0.0	NE
C4_00220C_A		296.0	Plate 15	H11	0.0	4.0	E
C7_01970C_A		96.0	Plate 15	H12	0.0	4.0	E
CR_02710W_A		241.0	Plate 16	A01	0.0	4.0	E
C2_10120W_A		242.0	Plate 16	A02	0.0	0.5	GD
C2_06300W_A		243.0	Plate 16	A03	0.0	0.75	GD
C3_03060W_A		244.0	Plate 16	A04	0.0	0.0	NE
C3_02020W_A		247.0	Plate 16	A05	0.0	4.0	E
C3_00560C_A		248.0	Plate 16	A06	0.0	4.0	E
C1_09710C_A		249.0	Plate 16	A07	0.0	4.0	E
C1_00620W_A		252.0	Plate 16	A08	0.0	0.75	GD
CR_04140W_A		2572.0	Plate 16	A09	0.0	3.0	E
CR_10210W_A		2650.0	Plate 16	A10	0.0	0.0	NE
C2_05460W_A		257.0	Plate 16	A11	0.0	4.0	E
C7_03240W_A		1074.0	Plate 16	A12	0.0	0.0	NE
C2_00150W_A		1911.0	Plate 16	B01	0.0	1.75	GD
C1_01350C_A		1938.0	Plate 16	B02	0.0	4.0	E
C3_04140C_A		1939.0	Plate 16	B03	0.0	0.0	NE
C1_10430W_A		2024.0	Plate 16	B04	0.0	0.0	NE
CR_02060W_A		1327.0	Plate 16	B05	0.0	0.0	NE
C2_06120C_A		34.0	Plate 16	B06	0.0	3.5	E
C3_04060C_A		352.0	Plate 16	B07	0.0	3.0	E
C5_00530W_A		3296.0	Plate 16	B08	0.0	0.0	NE
C3_06010W_A		3321.0	Plate 16	B09	0.0	0.0	NE
CR_09880W_A		3348.0	Plate 16	B10	0.0	0.0	NE
C3_04660C_A		3368.0	Plate 16	B11	0.0	0.0	NE
CR_05130C_A		3400.0	Plate 16	B12	0.0	0.0	NE
C3_00920W_A		3426.0	Plate 16	C01	0.0	0.0	NE
C4_05190C_A		3446.0	Plate 16	C02	0.0	0.0	NE
C1_14500C_A		3474.0	Plate 16	C03	0.0	0.0	NE
C6_00620W_A		3731.0	Plate 16	C04	0.0	0.0	NE
C2_05030C_A		3737.0	Plate 16	C05	0.0	0.0	NE
C5_02600W_A		3741.0	Plate 16	C06	0.0	0.0	NE
C2_09590C_A		1971.0	Plate 16	C07	0.0	0.0	NE
C2_00360C_A		2109.0	Plate 16	C08	0.0	0.0	NE
C1_03450C_A		2149.0	Plate 16	C09	0.0	0.0	NE
C6_04470C_A		3010.0	Plate 16	C10	0.0	0.0	NE
C6_04530C_A		3011.0	Plate 16	C11	0.0	0.0	NE
C6_04540C_A		3012.0	Plate 16	C12	0.0	0.0	NE
C6_00150W_A		3022.0	Plate 16	D01	2.0	2.0	GD
C1_11030W_A		3024.0	Plate 16	D02	0.0	0.0	NE
C2_06520C_A		3054.0	Plate 16	D03	0.0	0.0	NE
C6_03850C_A		3085.0	Plate 16	D04	0.0	0.0	NE
CR_08200C_A		2027.0	Plate 16	D05	0.0	0.0	NE
C2_00960C_A		2039.0	Plate 16	D06	0.0	0.0	NE
C2_00340C_A		2108.0	Plate 16	D07	0.0	0.0	NE
C1_00610W_A		2126.0	Plate 16	D08	0.0	1.5	GD
C1_14220C_A		3294.0	Plate 16	D09	0.0	0.0	NE
C1_12350W_A		1188.0	Plate 16	D10	0.0	4.0	E
C2_04530W_A		73.0	Plate 16	D11	0.0	1.0	GD
C5_03830C_A		695.0	Plate 16	D12	0.0	3.5	E
C3_01860C_A		708.0	Plate 16	E01	0.0	4.0	E
C3_00490W_A		712.0	Plate 16	E02	0.0	2.75	GD
CR_10550W_A		745.0	Plate 16	E03	0.0	4.0	E
C4_04340C_A		758.0	Plate 16	E04	0.0	0.0	NE
C7_01330C_A		761.0	Plate 16	E05	0.0	0.0	NE
C5_03120W_A		803.0	Plate 16	E06	0.0	0.75	GD
C5_01680C_A		1880.0	Plate 16	E07	0.0	0.0	NE
C1_05030C_A		465.0	Plate 16	E08	0.0	0.0	NE
C4_06270C_A		414.0	Plate 16	E09	0.0	2.8333333333333335	GD
C7_03050W_A		468.0	Plate 16	E10	2.0	2.0	GD
C7_01920W_A		355.0	Plate 16	E11	0.0	0.0	NE
C5_02050W_A		308.0	Plate 16	E12	0.0	0.0	NE
CR_04910W_A		312.0	Plate 16	F01	0.0	0.0	NE
C5_00800C_A		2013.0	Plate 16	F02	0.0	0.0	NE
C2_05360C_A		2020.0	Plate 16	F03	0.0	0.0	NE
C6_00210W_A		2733.0	Plate 16	F04	0.0	0.0	NE
C1_10290W_A		2753.0	Plate 16	F05	1.75	2.0	GD
C2_04830W_A		2800.0	Plate 16	F06	0.0	0.0	NE
CR_07560W_A		2814.0	Plate 16	F07	0.0	0.0	NE
C2_07400C_A		2058.0	Plate 16	F08	0.0	0.0	NE
C2_07480W_A		2059.0	Plate 16	F09	0.0	0.0	NE
C2_07560W_A		2061.0	Plate 16	F10	0.0	0.0	NE
C2_07600C_A		2062.0	Plate 16	F11	0.0	0.0	NE
CR_04120C_A		2063.0	Plate 16	F12	0.0	0.0	NE
C2_01660C_A		2065.0	Plate 16	G01	0.0	0.0	NE
C2_01600C_A		2066.0	Plate 16	G02	0.0	0.0	NE
C2_01550W_A		2067.0	Plate 16	G03	0.0	0.0	NE
C2_05650W_A		2071.0	Plate 16	G04	0.0	0.0	NE
C7_01220W_A		2076.0	Plate 16	G05	0.0	0.0	NE
C7_01340W_A		2079.0	Plate 16	G06	0.0	0.0	NE
C1_01100W_A		2080.0	Plate 16	G07	0.0	0.0	NE
C1_01190C_A		2081.0	Plate 16	G08	0.0	0.0	NE
C3_03520C_A		2084.0	Plate 16	G09	0.0	0.0	NE
C1_07200W_A		2088.0	Plate 16	G10	0.0	0.0	NE
C2_03310C_A		2091.0	Plate 16	G11	0.0	0.0	NE
C3_03830W_A		2094.0	Plate 16	G12	0.0	0.0	NE
C1_09800C_A		2098.0	Plate 16	H01	0.0	0.0	NE
C3_05430W_A		2141.0	Plate 16	H02	0.0	0.0	NE
C3_05550C_A		2143.0	Plate 16	H03	0.0	0.0	NE
C1_03320C_A		2146.0	Plate 16	H04	0.0	0.0	NE
C1_03360W_A		2147.0	Plate 16	H05	0.0	0.0	NE
C1_03470C_A		2150.0	Plate 16	H06	0.0	0.0	NE
CR_08570W_A		2152.0	Plate 16	H07	0.0	0.0	NE
C4_02050W_A		2157.0	Plate 16	H08	0.0	0.0	NE
C7_00870W_A		2166.0	Plate 16	H09	0.0	0.0	NE
C1_13870W_A		2169.0	Plate 16	H10	0.0	0.0	NE
C1_13660W_A		2175.0	Plate 16	H11	0.0	0.0	NE
C7_04210C_A		2178.0	Plate 16	H12	0.0	0.0	NE
C7_04180W_A		2179.0	Plate 17	A01	0.0	0.0	NE
C6_03540W_A		2388.0	Plate 17	A02	0.0	0.0	NE
C6_01820C_A		2414.0	Plate 17	A03	0.0	0.0	NE
C3_01320C_A		2437.0	Plate 17	A04	0.0	2.0	GD
C1_07090C_A		2458.0	Plate 17	A05	0.0	0.0	NE
CR_07300W_A		2466.0	Plate 17	A06	0.0	0.0	NE
C1_05670W_A		2494.0	Plate 17	A07	0.0	0.0	NE
C2_01160W_A		2506.0	Plate 17	A08	0.0	0.0	NE
C7_03650W_A		2546.0	Plate 17	A09	0.0	0.0	NE
C4_00310C_A		2552.0	Plate 17	A10	0.0	0.0	NE
C3_07950C_A		294.0	Plate 17	A11	0.0	4.0	E
C3_06750W_A		356.0	Plate 17	A12	0.0	1.5	GD
C1_03350C_A		358.0	Plate 17	B01	0.0	4.0	E
CR_01120C_A		359.0	Plate 17	B02	0.0	0.0	NE
C2_09720W_A		360.0	Plate 17	B03	0.0	4.0	E
C4_05140C_A		1853.0	Plate 17	B04	0.0	0.5	GD
C3_00780W_A		1855.0	Plate 17	B05	0.0	0.0	NE
C2_06190W_A		1857.0	Plate 17	B06	0.5	3.0	E
C2_06210C_A		1859.0	Plate 17	B07	0.0	0.0	NE
CR_02210W_A		1864.0	Plate 17	B08	0.0	0.0	NE
C2_05110W_A		1869.0	Plate 17	B09	0.0	0.0	NE
C3_03030C_A		1870.0	Plate 17	B10	0.0	0.0	NE
C1_13130C_A		2053.0	Plate 17	B11	0.0	0.0	NE
CR_10290C_A		11.0	Plate 17	B12	0.0	0.5	GD
CR_07910C_A		1916.0	Plate 17	C01	0.0	0.0	NE
C3_04230W_A		1940.0	Plate 17	C02	0.0	1.0	GD
C1_09760C_A		2099.0	Plate 17	C03	0.0	0.0	NE
C1_09640W_A		2101.0	Plate 17	C04	0.0	4.0	E
C1_09630W_A		2102.0	Plate 17	C05	0.0	0.0	NE
C2_00390C_A		2110.0	Plate 17	C06	0.0	0.0	NE
C2_00540W_A		2111.0	Plate 17	C07	0.0	0.0	NE
C2_00600C_A		2113.0	Plate 17	C08	0.0	0.0	NE
C4_04710W_A		2117.0	Plate 17	C09	0.0	0.0	NE
C4_04590W_A		2119.0	Plate 17	C10	0.0	0.0	NE
C4_04450C_A		2121.0	Plate 17	C11	0.0	0.0	NE
C7_01660C_A		2122.0	Plate 17	C12	0.0	0.0	NE
C7_01640W_A		2123.0	Plate 17	D01	0.0	0.0	NE
C1_00640C_A		2124.0	Plate 17	D02	0.0	4.0	E
C1_00500C_A		2127.0	Plate 17	D03	0.0	0.0	NE
C1_00390W_A		2129.0	Plate 17	D04	0.0	0.0	NE
C7_01870W_A		2131.0	Plate 17	D05	0.0	1.0	GD
C1_11870W_A		2133.0	Plate 17	D06	0.0	0.0	NE
C1_12010C_A		2134.0	Plate 17	D07	0.0	0.0	NE
C1_12030W_A		2135.0	Plate 17	D08	0.0	1.75	GD
C1_12120W_A		2136.0	Plate 17	D09	0.0	0.0	NE
C5_02760W_A		1891.0	Plate 17	D10	0.0	0.0	NE
CR_07920W_A		1917.0	Plate 17	D11	0.75	1.0	GD
C4_03550W_A		1925.0	Plate 17	D12	0.0	0.0	NE
CR_08210C_A		2028.0	Plate 17	E01	0.0	0.0	NE
CR_06150C_A		2029.0	Plate 17	E02	0.0	3.25	E
C2_06970W_A		2034.0	Plate 17	E03	0.0	0.0	NE
C1_13060C_A		2038.0	Plate 17	E04	0.0	1.0	GD
C2_00930C_A		2041.0	Plate 17	E05	0.0	0.0	NE
C2_00810C_A		2045.0	Plate 17	E06	0.0	0.0	NE
C2_00780W_A		2047.0	Plate 17	E07	0.0	0.0	NE
C2_00740C_A		2048.0	Plate 17	E08	0.0	0.0	NE
C1_13170C_A		2052.0	Plate 17	E09	0.0	0.0	NE
C1_00440W_A		2128.0	Plate 17	E10	0.0	0.0	NE
C1_06730W_A		1945.0	Plate 17	E11	0.0	0.0	NE
CR_04870C_A		1988.0	Plate 17	E12	0.0	0.0	NE
C1_11100W_A		1992.0	Plate 17	F01	0.0	0.0	NE
C5_01320W_A		1998.0	Plate 17	F02	0.0	1.0	GD
C5_04940W_A		2009.0	Plate 17	F03	0.0	0.0	NE
C1_00930C_A		1942.0	Plate 17	F04	0.0	0.0	NE
CR_03040C_A		1951.0	Plate 17	F05	0.0	0.0	NE
CR_03110W_A		1953.0	Plate 17	F06	0.0	0.5	GD
C3_07830W_A		1979.0	Plate 17	F07	0.0	0.0	NE
CR_07620W_A		1984.0	Plate 17	F08	0.0	0.0	NE
C3_06080W_A		2245.0	Plate 17	F09	0.0	0.0	NE
C6_04410C_A		2327.0	Plate 17	F10	0.0	0.0	NE
C3_05130C_A		2304.0	Plate 17	F11	0.0	0.0	NE
C6_03780C_A		1056.0	Plate 17	F12	0.0	0.0	NE
C6_03730C_A		2363.0	Plate 17	G01	0.0	1.25	GD
C6_02410W_A		2443.0	Plate 17	G02	0.0	0.0	NE
C3_04200W_A		2445.0	Plate 17	G03	0.0	0.0	NE
C5_02660C_A		2451.0	Plate 17	G04	0.0	3.0	E
CR_07810W_A		2456.0	Plate 17	G05	0.0	0.0	NE
CR_07200W_A		2465.0	Plate 17	G06	0.0	0.0	NE
C4_01550C_A		1655.0	Plate 17	G07	0.0	0.0	NE
C1_14050C_A		2192.0	Plate 17	G08	0.0	0.0	NE
CR_01060W_A		2213.0	Plate 17	G09	0.0	0.0	NE
C4_00160C_A		1884.0	Plate 17	G10	0.0	0.0	NE
C6_00570C_A		1934.0	Plate 17	G11	0.0	0.0	NE
C3_03560W_A		2582.0	Plate 17	G12	0.0	0.0	NE
C1_07210C_A		2584.0	Plate 17	H01	0.0	0.0	NE
C3_03870C_A		2586.0	Plate 17	H02	0.0	0.0	NE
C4_01830C_A		2603.0	Plate 17	H03	0.0	0.0	NE
C7_01040C_A		2605.0	Plate 17	H04	0.0	0.0	NE
C1_14120C_A		2609.0	Plate 17	H05	0.0	0.0	NE
CR_09390C_A		2620.0	Plate 17	H06	0.0	0.5	GD
C7_00270W_A		2623.0	Plate 17	H07	0.0	0.0	NE
C4_04320W_A		2509.0	Plate 17	H08	0.0	0.0	NE
C2_02270C_A		2512.0	Plate 17	H09	0.0	3.0	E
CR_04350C_A		2540.0	Plate 17	H10	0.0	0.0	NE
C4_00290C_A		2551.0	Plate 17	H11	0.0	0.0	NE
C4_00340W_A		2553.0	Plate 17	H12	0.0	0.0	NE
C4_00440C_A		2557.0	Plate 18	A01	0.0	0.0	NE
C4_00480W_A		2558.0	Plate 18	A02	0.0	0.0	NE
C7_03010W_A		2565.0	Plate 18	A03	0.0	0.0	NE
C2_05750W_A		2575.0	Plate 18	A04	0.0	4.0	E
C7_01180W_A		2577.0	Plate 18	A05	0.0	0.75	GD
C1_06090C_A		1798.0	Plate 18	A06	0.0	0.0	NE
C1_06070W_A		1799.0	Plate 18	A07	0.0	3.0	E
C4_00570C_A		1802.0	Plate 18	A08	0.0	0.0	NE
C1_04790W_A		1805.0	Plate 18	A09	0.0	0.0	NE
C1_12410C_A		1810.0	Plate 18	A10	0.0	0.0	NE
C6_01930W_A		1812.0	Plate 18	A11	0.0	0.0	NE
C4_07140W_A		1816.0	Plate 18	A12	0.0	0.0	NE
C6_02230W_A		1819.0	Plate 18	B01	0.0	3.5	E
CR_03850W_A		1821.0	Plate 18	B02	0.0	0.0	NE
C5_03390C_A		1823.0	Plate 18	B03	0.0	0.0	NE
C2_10210C_A		1842.0	Plate 18	B04	0.0	0.5	GD
CR_02000C_A		1845.0	Plate 18	B05	0.0	4.0	E
C6_02770W_A		1851.0	Plate 18	B06	0.0	0.0	NE
C4_05130C_A		1852.0	Plate 18	B07	0.0	0.0	NE
C1_10270C_A		2407.0	Plate 18	B08	0.0	0.0	NE
C5_02270W_A		1103.0	Plate 18	B09	0.0	3.5	E
C1_06800W_A		1946.0	Plate 18	B10	0.0	0.0	NE
C6_00090W_A		3428.0	Plate 18	B11	0.0	0.0	NE
C1_03060C_A		2965.0	Plate 18	B12	0.0	3.5	E
CR_03760W_A		1887.0	Plate 18	C01	0.0	0.0	NE
C7_03420C_A		2392.0	Plate 18	C02	0.0	0.0	NE
CR_07960C_A		1918.0	Plate 18	C03	0.0	0.0	NE
C5_00330C_A		3297.0	Plate 18	C04	0.0	0.0	NE
C4_02210W_A		3391.0	Plate 18	C05	0.0	0.0	NE
C7_01990C_A		3252.0	Plate 18	C06	0.0	0.0	NE
C2_06320W_A		1899.0	Plate 18	C07	0.0	0.0	NE
C6_02480W_A		1119.0	Plate 18	C08	0.0	0.0	NE
C2_04460W_A		1162.0	Plate 18	C09	0.0	0.0	NE
C1_06940C_A		2939.0	Plate 18	C10	0.0	0.0	NE
C1_02640C_A		3441.0	Plate 18	C11			
C4_05540W_A		2987.0	Plate 18	C12	0.0	3.5	E
CR_09020C_A		884.0	Plate 18	D01	0.0	0.0	NE
CR_02990C_A		926.0	Plate 18	D02	0.0	4.0	E
CR_01500W_A		932.0	Plate 18	D03	0.0	0.0	NE
C4_01100C_A		1009.0	Plate 18	D04	0.0	0.0	NE
C2_08800C_A		1058.0	Plate 18	D05	0.0	0.0	NE
C4_03700W_A		1062.0	Plate 18	D06	0.0	0.0	NE
C1_05940W_A		1096.0	Plate 18	D07	0.0	0.0	NE
CR_02620C_A		1362.0	Plate 18	D08	0.0	0.0	NE
CR_04960C_A		1412.0	Plate 18	D09	0.0	0.0	NE
C6_01870C_A		1512.0	Plate 18	D10	0.0	0.0	NE
C1_02750C_A		1578.0	Plate 18	D11	0.0	4.0	E
C4_01510W_A		1633.0	Plate 18	D12	0.0	0.0	NE
CR_07100W_A		1980.0	Plate 18	E01	0.0	0.0	NE
C4_02990C_A		1985.0	Plate 18	E02	0.0	0.0	NE
C1_00630W_A		2125.0	Plate 18	E03	0.0	0.0	NE
C1_13670W_A		2174.0	Plate 18	E04	0.0	0.0	NE
C3_06150W_A		2249.0	Plate 18	E05	0.0	0.0	NE
C3_01890C_A		2326.0	Plate 18	E06	0.0	0.0	NE
C4_00430W_A		2556.0	Plate 18	E07	0.0	0.0	NE
C4_06900W_A		2561.0	Plate 18	E08	0.0	0.0	NE
C3_07300W_A		2646.0	Plate 18	E09	0.0	0.0	NE
C1_09400C_A		2842.0	Plate 18	E10	0.0	0.0	NE
C3_03570C_A		3219.0	Plate 18	E11	0.0	0.0	NE
C4_02920W_A		1986.0	Plate 18	E12	0.0	0.0	NE
C1_00510W_A		1023.0	Plate 18	F01	0.0	4.0	E
C1_04000C_A		1028.0	Plate 18	F02	0.0	0.0	NE
C2_01170C_A		2507.0	Plate 18	F03	1.5	1.75	GD
C4_05070C_A		2777.0	Plate 18	F04	0.0	0.0	NE
